title,url,published_at,company_name,company_id
SmartHR、福利厚生サービス「働くあなたのマネーポータル」導入企業を対象に「SmartHRの自転車ほけん」を提供開始,https://prtimes.jp/main/html/rd/p/000000421.000015987.html,2026-03-18 10:45,SmartHR,15987
テクバン社と開発したデジタル社員証「Smart ID Card」をアプリストア「SmartHR Plus」にて公開,https://prtimes.jp/main/html/rd/p/000000420.000015987.html,2026-03-13 21:56,SmartHR,15987
三越伊勢丹ホールディングスが「SmartHR」を導入,https://prtimes.jp/main/html/rd/p/000000419.000015987.html,2026-03-11 14:50,SmartHR,15987
SmartHR、「Akerun入退室管理システム」とID管理機能で連携開始,https://prtimes.jp/main/html/rd/p/000000418.000015987.html,2026-02-24 19:48,SmartHR,15987
メディア関係者の方のみご覧頂けます,https://prtimes.jp/main/html/rd/p/000000417.000015987.html,2026-02-09 18:45,SmartHR,15987
SmartHRのスマートフォン向けアプリが200万インストールを突破,https://prtimes.jp/main/html/rd/p/000000416.000015987.html,2026-02-04 11:03,SmartHR,15987
【フリーランス・業務委託管理に関する調査】約6割が「Excel・Googleスプレッドシート」でフリーランス・業務委託を管理,https://prtimes.jp/main/html/rd/p/000000415.000015987.html,2026-01-19 18:22,SmartHR,15987
SmartHR、ISO/IEC27001:2022準拠の「情報セキュリティ管理規程サンプル」を無料公開,https://prtimes.jp/main/html/rd/p/000000413.000015987.html,2026-01-15 15:11,SmartHR,15987
SmartHR、ITコンサルティング事業を展開するKICK ZA ISSUE株式会社をグループ会社化,https://prtimes.jp/main/html/rd/p/000000412.000015987.html,2026-01-15 15:36,SmartHR,15987
【年末年始のセキュリティ対策に関する調査】情シス担当者の6割以上が休暇中のセキュリティに「不安」、2社に1社が長期休暇中のセキュリティのヒヤリハットを経験,https://prtimes.jp/main/html/rd/p/000000411.000015987.html,2026-01-15 15:57,SmartHR,15987
SmartHR、「特別徴収税額通知管理」機能の提供開始,https://prtimes.jp/main/html/rd/p/000000409.000015987.html,2025-12-23 08:00,SmartHR,15987
SmartHR、マニュアル作成・共有システム「Teachme Biz」とID管理機能で連携開始,https://prtimes.jp/main/html/rd/p/000000408.000015987.html,2025-12-16 10:41,SmartHR,15987
SmartHR、従業員のログイン体験を向上させる「パスキー」対応を開始,https://prtimes.jp/main/html/rd/p/000000407.000015987.html,2025-12-15 13:31,SmartHR,15987
SmartHR、「KING OF TIME 勤怠管理」とID管理機能で連携開始,https://prtimes.jp/main/html/rd/p/000000406.000015987.html,2025-12-05 10:02,SmartHR,15987
SmartHR、ワークフローシステム「コラボフロー」とID管理機能で連携開始,https://prtimes.jp/main/html/rd/p/000000405.000015987.html,2025-12-03 17:25,SmartHR,15987
SmartHR、蓄積された従業員データをAIが分析し、最適な人材選定を提案する「AI類似従業員検索」機能を提供,https://prtimes.jp/main/html/rd/p/000000404.000015987.html,2025-12-03 11:21,SmartHR,15987
SmartHR、「人事評価」に「給与シミュレーション」機能を追加,https://prtimes.jp/main/html/rd/p/000000403.000015987.html,2025-11-25 11:06,SmartHR,15987
General AtlanticがSmartHRの株主に参画 Coral Capitalから146億円の株式を取得,https://prtimes.jp/main/html/rd/p/000000402.000015987.html,2025-11-18 07:35,SmartHR,15987
SmartHR、身上変更やイベントの手続きを効率化する「申請ナビゲーション」機能を提供開始,https://prtimes.jp/main/html/rd/p/000000400.000015987.html,2025-11-10 17:39,SmartHR,15987
SmartHR、生産性向上SaaS「クラウドログ」とID管理機能で連携開始,https://prtimes.jp/main/html/rd/p/000000399.000015987.html,2025-10-30 09:14,SmartHR,15987
【SmartHR、「2025年の崖」総括とDXに関する実態調査】崖を「乗り越えられた」企業はわずか7%。 DX推進の鍵は“人事と情シスの連携”、76%が重要性を認識するも「部門の壁」に課題,https://prtimes.jp/main/html/rd/p/000000398.000015987.html,2025-10-22 21:31,SmartHR,15987
SmartHR、導入企業を対象にした新たな福利厚生サービス「働くあなたのマネーポータル」を提供開始,https://prtimes.jp/main/html/rd/p/000000396.000015987.html,2025-10-14 10:49,SmartHR,15987
【SmartHRが「情報システム業務のアウトソーシング」実態調査】62.7%が「月20時間以上」の工数削減を実現今後は部門横断で「人事・労務・総務」とのスムーズな情報連携への期待も,https://prtimes.jp/main/html/rd/p/000000394.000015987.html,2025-10-06 10:34,SmartHR,15987
SmartHRの「勤怠管理」機能、打刻機「ピットタッチ・プロ3 勤怠パッケージ」と連携開始,https://prtimes.jp/main/html/rd/p/000000393.000015987.html,2025-09-30 17:07,SmartHR,15987
「福利厚生倶楽部」をアプリストア「SmartHR Plus」にて公開,https://prtimes.jp/main/html/rd/p/000000390.000015987.html,2025-09-03 17:32,SmartHR,15987
SmartHR、「2025年版 年末調整」機能を10月上旬より提供開始。AI活用で担当者の「差し戻し・確認作業」「問い合わせ対応」の手間を大幅軽減へ,https://prtimes.jp/main/html/rd/p/000000391.000015987.html,2025-08-28 11:18,SmartHR,15987
「SmartHR」と「FUJIFILM IWpro」が「JOINT iPaaS」を活用し、データ連携を開始,https://prtimes.jp/main/html/rd/p/000000389.000015987.html,2025-08-21 20:22,SmartHR,15987
"地域別に、中小企業の""タレントマネジメント""の認知度・システム導入の実態を調査。興味を持ったきっかけは、エリア問わず「従業員のスキル・能力の可視化」が最多",https://prtimes.jp/main/html/rd/p/000000386.000015987.html,2025-06-30 18:36,SmartHR,15987
テクバン社開発のSmartHR専用アプリ「THANKS TANK」、アプリストア「SmartHR Plus」にて公開,https://prtimes.jp/main/html/rd/p/000000382.000015987.html,2025-06-30 00:58,SmartHR,15987
SmartHR、人事・労務に関する問い合わせにAIが回答する「AIアシスタント」機能を7月下旬に提供開始,https://prtimes.jp/main/html/rd/p/000000380.000015987.html,2025-06-28 04:31,SmartHR,15987
「SmartHR」が10周年を記念し特設サイトを公開。あわせてサービスビジョンを刷新,https://prtimes.jp/main/html/rd/p/000000379.000015987.html,2025-06-27 22:53,SmartHR,15987
SmartHR、経営幹部やリーダー育成を支援する「マネジメント育成計画」機能を提供開始,https://prtimes.jp/main/html/rd/p/000000378.000015987.html,2025-06-21 23:21,SmartHR,15987
SmartHR、情報システム部門を対象に「SaaSアカウント管理」の実態を調査。63.9%が退職者や異動後の「SaaSアカウントを適切に管理できていない」と回答,https://prtimes.jp/main/html/rd/p/000000376.000015987.html,2025-06-11 21:34,SmartHR,15987
SmartHRが「人的資本経営プラットフォーム」へ進化。2030年売上1000億円を目指し、新たな事業戦略を発表,https://prtimes.jp/main/html/rd/p/000000374.000015987.html,2025-06-05 23:38,SmartHR,15987
SmartHR、データ入力レスな「給与計算」機能を提供開始,https://prtimes.jp/main/html/rd/p/000000373.000015987.html,2025-06-05 05:44,SmartHR,15987
SmartHR、情報システム領域のサービス拡充に向けテクバンと協業開始,https://prtimes.jp/main/html/rd/p/000000372.000015987.html,2025-05-29 22:18,SmartHR,15987
SmartHR、SaaSアカウント管理を効率化する「ID管理」機能を今夏提供,https://prtimes.jp/main/html/rd/p/000000365.000015987.html,2025-05-23 23:40,SmartHR,15987
SmartHR、業務委託・フリーランス管理クラウド「Lansmart」を提供する株式会社CloudBrainsをグループ会社化,https://prtimes.jp/main/html/rd/p/000000362.000015987.html,2025-05-09 22:36,SmartHR,15987
近畿日本鉄道株式会社と近鉄グループホールディングス株式会社が「SmartHR」を導入,https://prtimes.jp/main/html/rd/p/000000361.000015987.html,2025-05-01 05:04,SmartHR,15987
SmartHRの「スキル管理」機能が総務省「情報アクセシビリティ好事例2024」に選定,https://prtimes.jp/main/html/rd/p/000000360.000015987.html,2025-04-24 21:26,SmartHR,15987
SmartHRのスマートフォン向けアプリが100万インストールを突破,https://prtimes.jp/main/html/rd/p/000000359.000015987.html,2025-04-24 23:40,SmartHR,15987
"SmartHRが7年連続シェアNo.1を獲得&登録社数70,000社を突破",https://prtimes.jp/main/html/rd/p/000000358.000015987.html,2025-04-20 02:37,SmartHR,15987
SmartHR、すべての従業員と管理者が迷いなく使える「勤怠管理」機能を提供開始,https://prtimes.jp/main/html/rd/p/000000357.000015987.html,2025-04-06 03:17,SmartHR,15987
SmartHR、『well-working story 2025』を公開,https://prtimes.jp/main/html/rd/p/000000356.000015987.html,2025-04-02 04:08,SmartHR,15987
SmartHR、大手企業向けに給与計算業務のBPOを提供する株式会社ペイロールと協業開始,https://prtimes.jp/main/html/rd/p/000000355.000015987.html,2025-03-30 21:45,SmartHR,15987
株式会社JOEと株式会社SmartHRが協業関係を強化,https://prtimes.jp/main/html/rd/p/000000354.000015987.html,2025-03-29 22:19,SmartHR,15987
「PeopleWork」をアプリストア「SmartHR Plus」にて公開,https://prtimes.jp/main/html/rd/p/000000353.000015987.html,2025-03-27 22:24,SmartHR,15987
メディア関係者の方のみご覧頂けます,https://prtimes.jp/main/html/rd/p/000000351.000015987.html,2025-03-21 13:56,SmartHR,15987
SmartHR、管理部門が従業員に対しSmartHR内で直接連絡が行える「メッセージ」機能を新たに提供,https://prtimes.jp/main/html/rd/p/000000350.000015987.html,2025-03-20 22:59,SmartHR,15987
「SmartHR」、「データ連携」機能による「PCAクラウド 給与」との連携を開始,https://prtimes.jp/main/html/rd/p/000000349.000015987.html,2025-03-16 22:40,SmartHR,15987
『～「人」で繋がる交流会～ Executive Premier Talks 人的資本経営フォーラム2025 人事×情報システム～部門同士の連携が生み出す最強の組織力～』を3月19日（水）に開催,https://prtimes.jp/main/html/rd/p/000000348.000015987.html,2025-03-03 23:40,SmartHR,15987
「SmartHR」が、国内最大級のIT専門商社 ダイワボウ情報システム株式会社経由での販売を開始,https://prtimes.jp/main/html/rd/p/000000346.000015987.html,2025-02-20 21:47,SmartHR,15987
SmartHRが2025年版 日本における「働きがいのある会社」ランキングにてベスト100に入賞,https://prtimes.jp/main/html/rd/p/000000343.000015987.html,2025-02-14 22:11,SmartHR,15987
従業員データの手入力作業を効率化する「AI履歴書読み取り機能」を提供開始,https://prtimes.jp/main/html/rd/p/000000345.000015987.html,2025-02-14 21:35,SmartHR,15987
すべてのユーザーへ、「多言語化対応機能」を無償提供,https://prtimes.jp/main/html/rd/p/000000342.000015987.html,2025-01-08 20:11,SmartHR,15987
SmartHR、「Ruby bizグランプリ2024」にて特別賞を受賞,https://prtimes.jp/main/html/rd/p/000000341.000015987.html,2024-12-06 23:59,SmartHR,15987
"SmartHR「お知らせ機能」の累計利用社数が1,000社を突破。企業から従業員へ、届けたい情報をタイムリーに＆漏れなくお知らせ",https://prtimes.jp/main/html/rd/p/000000339.000015987.html,2024-12-08 00:40,SmartHR,15987
アプリストアサービス「SmartHR Plus （スマートエイチアールプラス）」が、SmartHR Plusレポート2024を公開,https://prtimes.jp/main/html/rd/p/000000340.000015987.html,2024-12-06 22:20,SmartHR,15987
SmartHRタレントマネジメント、「BOXIL SaaS AWARD Winter 2024」タレントマネジメントシステム部門で「使いやすさNo.1」に選出,https://prtimes.jp/main/html/rd/p/000000338.000015987.html,2024-12-03 16:40,SmartHR,15987
SmartHR、『ソフトウェアのバリアフリーに関する実態調査』を実施。社内のソフトウェア導入時に『アクセシビリティ』を考慮している企業の94.0%が、職場の働きやすい環境整備に「効果があった」と実感,https://prtimes.jp/main/html/rd/p/000000337.000015987.html,2024-12-05 22:26,SmartHR,15987
「Googleスプレッドシート連携」をアプリストア「SmartHR Plus」にて公開,https://prtimes.jp/main/html/rd/p/000000336.000015987.html,2024-12-01 22:00,SmartHR,15987
SmartHR採用サイト、第12回Webグランプリ「企業グランプリ部門」で「コーポレートサイト賞 優秀賞」と「アクセシビリティ賞 優秀賞」をダブル受賞,https://prtimes.jp/main/html/rd/p/000000335.000015987.html,2024-11-28 03:10,SmartHR,15987
天海祐希さんがスマートな経営者を熱演！SmartHRが新CMを公開,https://prtimes.jp/main/html/rd/p/000000334.000015987.html,2025-03-10 16:34,SmartHR,15987
SmartHR、年末調整機能において「インドネシア語」切り替え機能を提供開始,https://prtimes.jp/main/html/rd/p/000000333.000015987.html,2024-11-28 18:00,SmartHR,15987
東芝デジタルソリューションズの「Generalist®」と、クラウド人事労務ソフト「SmartHR」がシステム連携に向けた協業を開始,https://prtimes.jp/main/html/rd/p/000000332.000015987.html,2024-10-25 00:11,SmartHR,15987
SmartHR、新たに“従業員領域”へ参入。あらゆる業務の入口となる従業員ポータル上で、タイムリーな情報共有を実現する「お知らせ機能」を提供,https://prtimes.jp/main/html/rd/p/000000330.000015987.html,2024-10-24 21:45,SmartHR,15987
SmartHRが、外部システムとの連携をオーダーメイドで解決する「データ連携 プレミアム」を提供,https://prtimes.jp/main/html/rd/p/000000329.000015987.html,2024-10-17 20:28,SmartHR,15987
SmartHR、年末調整機能に「やさしい日本語」切り替え機能を実装,https://prtimes.jp/main/html/rd/p/000000328.000015987.html,2024-10-17 20:27,SmartHR,15987
「SmartHR」導入企業を対象に「所得減少に備える保険」を提供開始,https://prtimes.jp/main/html/rd/p/000000327.000015987.html,2024-10-17 20:27,SmartHR,15987
SmartHR、新たにサービスカテゴリーブランドを展開。「労務管理」「タレントマネジメント」領域をブランドとしてリニューアル,https://prtimes.jp/main/html/rd/p/000000325.000015987.html,2024-10-17 20:26,SmartHR,15987
SmartHRのスマートフォン向けアプリが50万インストール(※1)を突破。ノンデスクワーカーやパートタイマーが活躍する組織の業務効率化や生産性向上を後押し,https://prtimes.jp/main/html/rd/p/000000322.000015987.html,2024-10-17 20:23,SmartHR,15987
オンラインカンファレンス 「​​SmartHR Agenda #5 〜中小企業が目指す攻めの人材戦略 働き続けたい組織へ〜」を8月27日（火）に開催,https://prtimes.jp/main/html/rd/p/000000321.000015987.html,2024-10-17 20:23,SmartHR,15987
SmartHR、日本スタートアップ大賞2024にて内閣総理大臣賞を受賞,https://prtimes.jp/main/html/rd/p/000000320.000015987.html,2024-10-17 20:23,SmartHR,15987
SmartHR、ID管理で情シス領域に参入。業務効率化とセキュリティ向上を実現する「IdP機能」を提供,https://prtimes.jp/main/html/rd/p/000000319.000015987.html,2024-10-17 20:22,SmartHR,15987
株式会社SmartHRクラウドストレージ「Everidays for SmartHR」をyett社と共同開発,https://prtimes.jp/main/html/rd/p/000000318.000015987.html,2024-11-27 20:54,SmartHR,15987
JR九州グループのJR九州バス、JR九州フードサービスの2社が「SmartHR」を導入,https://prtimes.jp/main/html/rd/p/000000317.000015987.html,2024-10-17 20:22,SmartHR,15987
SmartHR、共通基盤を活かしたマルチプロダクト展開でID管理や従業員ポータルなど新領域に参入,https://prtimes.jp/main/html/rd/p/000000316.000015987.html,2024-10-17 20:21,SmartHR,15987
クラウド人事労務ソフトを提供するSmartHR、約214億円のシリーズEラウンドを実施,https://prtimes.jp/main/html/rd/p/000000315.000015987.html,2024-10-17 20:21,SmartHR,15987
SmartHRはやさしい日本語対応の取り組みを開始しました,https://prtimes.jp/main/html/rd/p/000000312.000015987.html,2024-09-30 20:04,SmartHR,15987
SmartHR、GPTW Japanの「働きがい認定企業」に選出,https://prtimes.jp/main/html/rd/p/000000309.000015987.html,2024-06-25 12:40,SmartHR,15987
「SmartHR」APIの連携を通じ、東京海上日動あんしん生命保険が提供する「スマート総合福祉団体定期」の開発を後押し,https://prtimes.jp/main/html/rd/p/000000304.000015987.html,2024-06-21 15:57,SmartHR,15987
採用候補者の管理から従業員登録までを一元化する新機能「採用管理」を提供,https://prtimes.jp/main/html/rd/p/000000305.000015987.html,2024-06-18 14:20,SmartHR,15987
収集した人事データを分析できる新機能「HRアナリティクス」を公開,https://prtimes.jp/main/html/rd/p/000000303.000015987.html,2024-06-15 21:21,SmartHR,15987
SmartHRがリアルイベント「SmartHR Connect 〜AIとHRテクノロジーが紡ぐ革新的企業への進化〜」を開催,https://prtimes.jp/main/html/rd/p/000000301.000015987.html,2024-06-06 21:47,SmartHR,15987
「SmartHR」導入企業を対象に「雇用トラブル対応保険」を提供開始,https://prtimes.jp/main/html/rd/p/000000302.000015987.html,2024-06-24 11:03,SmartHR,15987
SmartHRが従業員の研修や学習などの育成状況を取りまとめる新機能「学習管理」を公開,https://prtimes.jp/main/html/rd/p/000000300.000015987.html,2024-05-31 21:36,SmartHR,15987
SmartHRが6年連続シェアNo.1（※）を獲得。ユーザーアンケートでは価値を感じる理由に「業務効率化に繋がる」「人事データの蓄積・活用に役立つ」「操作がしやすい」などが上位に。,https://prtimes.jp/main/html/rd/p/000000299.000015987.html,2024-05-28 02:38,SmartHR,15987
SmartHRがオフラインイベント「SmartHR Connect 東海 〜実践企業が語る、人材の育成と技術継承を支える組織づくり〜」を開催,https://prtimes.jp/main/html/rd/p/000000294.000015987.html,2024-04-28 05:00,SmartHR,15987
学習管理システム「GLOPLA LMS」が、クラウド人事労務ソフト「SmartHR」のアプリストア「SmartHR Plus」で公開されました,https://prtimes.jp/main/html/rd/p/000000290.000015987.html,2024-11-27 20:55,SmartHR,15987
SmartHRの「人事評価」機能が総務省「情報アクセシビリティ好事例2023」に選定,https://prtimes.jp/main/html/rd/p/000000286.000015987.html,2024-04-05 18:09,SmartHR,15987
アクセシビリティ発信プロジェクトがウェルビーイング・アワード2024「活動・アクション部門」にてGOLD賞を受賞,https://prtimes.jp/main/html/rd/p/000000285.000015987.html,2024-04-07 21:06,SmartHR,15987
SmartHRの価値創造ストーリーBook『well-working story』を公開,https://prtimes.jp/main/html/rd/p/000000284.000015987.html,2024-03-30 21:45,SmartHR,15987
学生向け出張講座「UXとウェブアクセシビリティの基礎講座」がHCD-Net Award 2023 優秀賞を受賞,https://prtimes.jp/main/html/rd/p/000000281.000015987.html,2024-03-17 22:40,SmartHR,15987
SmartHRがARR150億円を突破、前年比150％で成長,https://prtimes.jp/main/html/rd/p/000000280.000015987.html,2024-03-13 20:32,SmartHR,15987
SmartHRが、アプリストア「SmartHR Plus」にて実験的なアプリケーションの提供を行う取り組み「SmartHR Labs」を開始,https://prtimes.jp/main/html/rd/p/000000278.000015987.html,2024-03-07 13:45,SmartHR,15987
